Cielo di Valparaiso,Maqsood,Port/Navigation,10-11-23,10-11-23,2,0,2,10-11-23,10-11-23,3,0,3,10-11-23,10-11-23,3.0,0.0,3.0,10-11-23,10-11-23,3.0,0.0,3.0,,,,,,10-11-23,10-11-23,0.0,0.0,0.0,10-11-23,10-11-23,2.0,0.0,2.0,2023-11-06 00:00:00,,,Port Everglades,Houston,2023-11-04 00:00:00,2023-11-05 00:00:00,2023-11-10 00:00:00,2023-11-12 00:00:00,8.0,5.0,Dry,2023,,,,,,,,,,
,,,,,0,,,,,0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,Dry,2023,,,,,,,,,,
,,,,,0,,,,,0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,Dry,2023,,,,,,,,,,
,,,,,0,,,,,0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,Dry,2023,,,,,,,,,,
